"replicate","n_permutations","global_p_value","global_reject","n_selected","elapsed_seconds"
285,99,0.01,TRUE,1,0.0130000000000052
285,199,0.005,TRUE,1,0.0130000000000052
285,999,0.001,TRUE,1,0.0149999999999864
285,4999,6e-04,TRUE,1,0.0279999999999916
286,99,0.01,TRUE,0,0.0129999999999768
286,199,0.005,TRUE,0,0.0120000000000005
286,999,0.001,TRUE,0,0.0150000000000148
286,4999,2e-04,TRUE,0,0.0279999999999916
287,99,0.01,TRUE,1,0.0120000000000005
287,199,0.005,TRUE,1,0.01400000000001
287,999,0.001,TRUE,1,0.0149999999999864
287,4999,2e-04,TRUE,1,0.0269999999999868
288,99,0.01,TRUE,1,0.0120000000000005
288,199,0.005,TRUE,1,0.0120000000000005
288,999,0.001,TRUE,1,0.01400000000001
288,4999,2e-04,TRUE,1,0.0260000000000105
289,99,0.01,TRUE,0,0.0120000000000005
289,199,0.005,TRUE,0,0.0120000000000005
289,999,0.001,TRUE,0,0.01400000000001
289,4999,2e-04,TRUE,0,0.025999999999982
290,99,0.01,TRUE,1,0.0120000000000005
290,199,0.005,TRUE,1,0.0120000000000005
290,999,0.001,TRUE,1,0.0150000000000148
290,4999,2e-04,TRUE,1,0.0269999999999868
291,99,0.01,TRUE,1,0.0130000000000052
291,199,0.005,TRUE,1,0.0120000000000005
291,999,0.001,TRUE,1,0.0159999999999911
291,4999,2e-04,TRUE,1,0.0269999999999868
292,99,0.01,TRUE,2,0.0120000000000005
292,199,0.005,TRUE,2,0.0480000000000018
292,999,0.001,TRUE,2,0.0159999999999911
292,4999,2e-04,TRUE,2,0.0279999999999916
293,99,0.01,TRUE,2,0.0120000000000005
293,199,0.005,TRUE,2,0.0120000000000005
293,999,0.001,TRUE,2,0.01400000000001
293,4999,2e-04,TRUE,2,0.0260000000000105
294,99,0.01,TRUE,2,0.0120000000000005
294,199,0.005,TRUE,2,0.0130000000000052
294,999,0.001,TRUE,2,0.0150000000000148
294,4999,2e-04,TRUE,2,0.025999999999982
295,99,0.01,TRUE,1,0.0120000000000005
295,199,0.005,TRUE,1,0.0120000000000005
295,999,0.001,TRUE,1,0.0149999999999864
295,4999,2e-04,TRUE,1,0.0269999999999868
296,99,0.01,TRUE,0,0.0120000000000005
296,199,0.005,TRUE,0,0.0120000000000005
296,999,0.001,TRUE,0,0.0139999999999816
296,4999,2e-04,TRUE,0,0.025999999999982
297,99,0.01,TRUE,2,0.0130000000000052
297,199,0.005,TRUE,2,0.0130000000000052
297,999,0.001,TRUE,2,0.0159999999999911
297,4999,2e-04,TRUE,2,0.0269999999999868
298,99,0.01,TRUE,0,0.0120000000000005
298,199,0.01,TRUE,0,0.0120000000000005
298,999,0.001,TRUE,0,0.01400000000001
298,4999,0.001,TRUE,0,0.0270000000000152
299,99,0.01,TRUE,1,0.0120000000000005
299,199,0.005,TRUE,1,0.0109999999999957
299,999,0.001,TRUE,1,0.01400000000001
299,4999,2e-04,TRUE,1,0.0260000000000105
300,99,0.01,TRUE,1,0.0120000000000005
300,199,0.005,TRUE,1,0.0120000000000005
300,999,0.001,TRUE,1,0.0150000000000148
300,4999,2e-04,TRUE,1,0.0260000000000105
301,99,0.01,TRUE,1,0.0129999999999768
301,199,0.005,TRUE,1,0.0120000000000005
301,999,0.001,TRUE,1,0.0150000000000148
301,4999,2e-04,TRUE,1,0.02800000000002
302,99,0.01,TRUE,0,0.0130000000000052
302,199,0.005,TRUE,0,0.0109999999999957
302,999,0.002,TRUE,0,0.01400000000001
302,4999,6e-04,TRUE,0,0.0260000000000105
303,99,0.01,TRUE,1,0.0120000000000005
303,199,0.005,TRUE,1,0.0120000000000005
303,999,0.001,TRUE,1,0.01400000000001
303,4999,4e-04,TRUE,1,0.0260000000000105
304,99,0.01,TRUE,0,0.0130000000000052
304,199,0.005,TRUE,0,0.0120000000000005
304,999,0.002,TRUE,0,0.0139999999999816
304,4999,8e-04,TRUE,0,0.025999999999982
305,99,0.01,TRUE,2,0.0109999999999957
305,199,0.005,TRUE,2,0.0120000000000005
305,999,0.001,TRUE,2,0.0130000000000052
305,4999,2e-04,TRUE,2,0.0260000000000105
306,99,0.01,TRUE,3,0.0120000000000005
306,199,0.005,TRUE,3,0.0130000000000052
306,999,0.001,TRUE,3,0.0149999999999864
306,4999,2e-04,TRUE,3,0.0269999999999868
307,99,0.01,TRUE,1,0.0130000000000052
307,199,0.005,TRUE,1,0.0130000000000052
307,999,0.001,TRUE,1,0.0149999999999864
307,4999,2e-04,TRUE,1,0.0279999999999916
308,99,0.01,TRUE,1,0.0120000000000005
308,199,0.005,TRUE,1,0.0130000000000052
308,999,0.001,TRUE,1,0.01400000000001
308,4999,2e-04,TRUE,1,0.0250000000000057
309,99,0.01,TRUE,0,0.0120000000000005
309,199,0.005,TRUE,0,0.0120000000000005
309,999,0.002,TRUE,0,0.01400000000001
309,4999,0.001,TRUE,0,0.0250000000000057
310,99,0.01,TRUE,1,0.0109999999999957
310,199,0.005,TRUE,1,0.0130000000000052
310,999,0.001,TRUE,1,0.0150000000000148
310,4999,2e-04,TRUE,1,0.0269999999999868
311,99,0.01,TRUE,1,0.0120000000000005
311,199,0.005,TRUE,1,0.0130000000000052
311,999,0.001,TRUE,1,0.0159999999999911
311,4999,2e-04,TRUE,1,0.025999999999982
312,99,0.01,TRUE,0,0.0120000000000005
312,199,0.005,TRUE,0,0.0120000000000005
312,999,0.003,TRUE,0,0.01400000000001
312,4999,0.0014,TRUE,0,0.0260000000000105
313,99,0.01,TRUE,3,0.0109999999999957
313,199,0.005,TRUE,3,0.0109999999999957
313,999,0.001,TRUE,3,0.0130000000000052
313,4999,2e-04,TRUE,3,0.025999999999982
314,99,0.01,TRUE,1,0.0120000000000005
314,199,0.005,TRUE,1,0.0109999999999957
314,999,0.001,TRUE,1,0.01400000000001
314,4999,2e-04,TRUE,1,0.0269999999999868
315,99,0.01,TRUE,0,0.0120000000000005
315,199,0.005,TRUE,0,0.0120000000000005
315,999,0.001,TRUE,0,0.0139999999999816
315,4999,2e-04,TRUE,0,0.0260000000000105
316,99,0.01,TRUE,1,0.0120000000000005
316,199,0.005,TRUE,1,0.0120000000000005
316,999,0.001,TRUE,1,0.0150000000000148
316,4999,2e-04,TRUE,1,0.025999999999982
317,99,0.01,TRUE,1,0.0120000000000005
317,199,0.005,TRUE,1,0.0109999999999957
317,999,0.001,TRUE,1,0.0139999999999816
317,4999,2e-04,TRUE,1,0.0260000000000105
318,99,0.01,TRUE,0,0.0109999999999957
318,199,0.005,TRUE,0,0.0120000000000005
318,999,0.001,TRUE,0,0.01400000000001
318,4999,2e-04,TRUE,0,0.025999999999982
319,99,0.01,TRUE,0,0.0120000000000005
319,199,0.005,TRUE,0,0.0120000000000005
319,999,0.001,TRUE,0,0.01400000000001
319,4999,2e-04,TRUE,0,0.0260000000000105
320,99,0.01,TRUE,2,0.0120000000000005
320,199,0.005,TRUE,2,0.0120000000000005
320,999,0.001,TRUE,2,0.0130000000000052
320,4999,2e-04,TRUE,2,0.025999999999982
321,99,0.01,TRUE,0,0.0120000000000005
321,199,0.005,TRUE,0,0.0409999999999968
321,999,0.001,TRUE,0,0.0139999999999816
321,4999,6e-04,TRUE,0,0.0260000000000105
322,99,0.01,TRUE,2,0.0109999999999957
322,199,0.005,TRUE,2,0.0120000000000005
322,999,0.001,TRUE,2,0.0150000000000148
322,4999,4e-04,TRUE,2,0.025999999999982
323,99,0.01,TRUE,0,0.0120000000000005
323,199,0.005,TRUE,0,0.0120000000000005
323,999,0.001,TRUE,0,0.0149999999999864
323,4999,4e-04,TRUE,0,0.0260000000000105
324,99,0.01,TRUE,3,0.0120000000000005
324,199,0.005,TRUE,3,0.0109999999999957
324,999,0.001,TRUE,3,0.0139999999999816
324,4999,2e-04,TRUE,3,0.025999999999982
325,99,0.01,TRUE,1,0.0099999999999909
325,199,0.005,TRUE,1,0.0109999999999957
325,999,0.001,TRUE,1,0.01400000000001
325,4999,2e-04,TRUE,1,0.025999999999982
326,99,0.01,TRUE,3,0.0130000000000052
326,199,0.005,TRUE,3,0.0129999999999768
326,999,0.001,TRUE,3,0.0149999999999864
326,4999,2e-04,TRUE,3,0.0260000000000105
327,99,0.01,TRUE,1,0.0120000000000005
327,199,0.005,TRUE,1,0.0120000000000005
327,999,0.001,TRUE,1,0.0150000000000148
327,4999,2e-04,TRUE,1,0.025999999999982
328,99,0.01,TRUE,1,0.0120000000000005
328,199,0.005,TRUE,1,0.0109999999999957
328,999,0.001,TRUE,1,0.0139999999999816
328,4999,2e-04,TRUE,1,0.0260000000000105
329,99,0.01,TRUE,0,0.0109999999999957
329,199,0.005,TRUE,0,0.0109999999999957
329,999,0.001,TRUE,0,0.01400000000001
329,4999,2e-04,TRUE,0,0.0249999999999773
330,99,0.01,TRUE,2,0.0120000000000005
330,199,0.005,TRUE,2,0.0120000000000005
330,999,0.001,TRUE,2,0.01400000000001
330,4999,2e-04,TRUE,2,0.0270000000000152
331,99,0.01,TRUE,2,0.0120000000000005
331,199,0.005,TRUE,2,0.0109999999999957
331,999,0.001,TRUE,2,0.01400000000001
331,4999,2e-04,TRUE,2,0.0250000000000057
332,99,0.01,TRUE,0,0.0120000000000005
332,199,0.005,TRUE,0,0.0120000000000005
332,999,0.002,TRUE,0,0.01400000000001
332,4999,0.001,TRUE,0,0.0250000000000057
333,99,0.01,TRUE,1,0.0120000000000005
333,199,0.005,TRUE,1,0.0120000000000005
333,999,0.001,TRUE,1,0.01400000000001
333,4999,4e-04,TRUE,1,0.0260000000000105
334,99,0.01,TRUE,1,0.0120000000000005
334,199,0.005,TRUE,1,0.0120000000000005
334,999,0.001,TRUE,1,0.0130000000000052
334,4999,2e-04,TRUE,1,0.0250000000000057
335,99,0.01,TRUE,0,0.0120000000000005
335,199,0.035,TRUE,0,0.0120000000000005
335,999,0.017,TRUE,0,0.01400000000001
335,4999,0.0236,TRUE,0,0.025999999999982
336,99,0.01,TRUE,1,0.0109999999999957
336,199,0.005,TRUE,1,0.0120000000000005
336,999,0.001,TRUE,1,0.0149999999999864
336,4999,2e-04,TRUE,1,0.0260000000000105
337,99,0.01,TRUE,1,0.0109999999999957
337,199,0.005,TRUE,1,0.0120000000000005
337,999,0.001,TRUE,1,0.0160000000000196
337,4999,2e-04,TRUE,1,0.0270000000000152
338,99,0.01,TRUE,1,0.0130000000000052
338,199,0.005,TRUE,1,0.0120000000000005
338,999,0.001,TRUE,1,0.01400000000001
338,4999,2e-04,TRUE,1,0.0260000000000105
339,99,0.01,TRUE,1,0.0129999999999768
339,199,0.005,TRUE,1,0.0130000000000052
339,999,0.001,TRUE,1,0.0149999999999864
339,4999,2e-04,TRUE,1,0.0269999999999868
340,99,0.01,TRUE,2,0.0120000000000005
340,199,0.005,TRUE,2,0.0120000000000005
340,999,0.001,TRUE,2,0.0149999999999864
340,4999,2e-04,TRUE,2,0.025999999999982
341,99,0.01,TRUE,2,0.0120000000000005
341,199,0.005,TRUE,2,0.0120000000000005
341,999,0.001,TRUE,2,0.01400000000001
341,4999,2e-04,TRUE,2,0.0260000000000105
342,99,0.01,TRUE,1,0.0109999999999957
342,199,0.005,TRUE,1,0.0109999999999957
342,999,0.001,TRUE,1,0.01400000000001
342,4999,2e-04,TRUE,1,0.0260000000000105
343,99,0.01,TRUE,1,0.0120000000000005
343,199,0.005,TRUE,1,0.0109999999999957
343,999,0.001,TRUE,1,0.01400000000001
343,4999,2e-04,TRUE,1,0.025999999999982
344,99,0.01,TRUE,1,0.0109999999999957
344,199,0.005,TRUE,1,0.0120000000000005
344,999,0.001,TRUE,1,0.01400000000001
344,4999,2e-04,TRUE,1,0.0250000000000057
345,99,0.01,TRUE,0,0.0110000000000241
345,199,0.01,TRUE,0,0.0109999999999957
345,999,0.001,TRUE,0,0.01400000000001
345,4999,2e-04,TRUE,0,0.0250000000000057
346,99,0.01,TRUE,2,0.0109999999999957
346,199,0.005,TRUE,2,0.0120000000000005
346,999,0.001,TRUE,2,0.0139999999999816
346,4999,2e-04,TRUE,2,0.025999999999982
347,99,0.01,TRUE,2,0.0120000000000005
347,199,0.005,TRUE,2,0.0120000000000005
347,999,0.001,TRUE,2,0.01400000000001
347,4999,2e-04,TRUE,2,0.0260000000000105
348,99,0.01,TRUE,2,0.0130000000000052
348,199,0.005,TRUE,2,0.0130000000000052
348,999,0.001,TRUE,2,0.0240000000000009
348,4999,2e-04,TRUE,2,0.0289999999999964
349,99,0.01,TRUE,0,0.01400000000001
349,199,0.005,TRUE,0,0.01400000000001
349,999,0.001,TRUE,0,0.0159999999999911
349,4999,2e-04,TRUE,0,0.0279999999999916
350,99,0.01,TRUE,1,0.0109999999999957
350,199,0.005,TRUE,1,0.0109999999999957
350,999,0.001,TRUE,1,0.0449999999999875
350,4999,2e-04,TRUE,1,0.025999999999982
351,99,0.01,TRUE,2,0.0120000000000005
351,199,0.005,TRUE,2,0.0120000000000005
351,999,0.001,TRUE,2,0.0149999999999864
351,4999,2e-04,TRUE,2,0.0270000000000152
352,99,0.01,TRUE,1,0.0120000000000005
352,199,0.005,TRUE,1,0.0120000000000005
352,999,0.001,TRUE,1,0.0149999999999864
352,4999,2e-04,TRUE,1,0.0260000000000105
353,99,0.01,TRUE,1,0.0120000000000005
353,199,0.005,TRUE,1,0.0120000000000005
353,999,0.001,TRUE,1,0.0159999999999911
353,4999,2e-04,TRUE,1,0.0269999999999868
354,99,0.01,TRUE,0,0.0120000000000005
354,199,0.005,TRUE,0,0.0120000000000005
354,999,0.001,TRUE,0,0.0149999999999864
354,4999,0.001,TRUE,0,0.0260000000000105
355,99,0.01,TRUE,0,0.0109999999999957
355,199,0.01,TRUE,0,0.0120000000000005
355,999,0.004,TRUE,0,0.01400000000001
355,4999,0.003,TRUE,0,0.025999999999982
356,99,0.01,TRUE,1,0.0120000000000005
356,199,0.005,TRUE,1,0.0120000000000005
356,999,0.001,TRUE,1,0.0149999999999864
356,4999,2e-04,TRUE,1,0.0269999999999868
357,99,0.01,TRUE,0,0.0120000000000005
357,199,0.005,TRUE,0,0.0130000000000052
357,999,0.004,TRUE,0,0.0149999999999864
357,4999,0.0018,TRUE,0,0.025999999999982
358,99,0.01,TRUE,1,0.0120000000000005
358,199,0.005,TRUE,1,0.0120000000000005
358,999,0.001,TRUE,1,0.01400000000001
358,4999,2e-04,TRUE,1,0.0260000000000105
359,99,0.01,TRUE,1,0.0120000000000005
359,199,0.005,TRUE,1,0.0120000000000005
359,999,0.001,TRUE,1,0.0150000000000148
359,4999,2e-04,TRUE,1,0.0260000000000105
360,99,0.01,TRUE,3,0.0130000000000052
360,199,0.005,TRUE,3,0.0130000000000052
360,999,0.001,TRUE,3,0.01400000000001
360,4999,2e-04,TRUE,3,0.025999999999982
361,99,0.01,TRUE,0,0.0120000000000005
361,199,0.005,TRUE,0,0.0120000000000005
361,999,0.001,TRUE,0,0.0149999999999864
361,4999,4e-04,TRUE,0,0.0279999999999916
362,99,0.01,TRUE,1,0.0120000000000005
362,199,0.01,TRUE,1,0.0120000000000005
362,999,0.004,TRUE,1,0.01400000000001
362,4999,0.0032,TRUE,1,0.0270000000000152
363,99,0.01,TRUE,0,0.0130000000000052
363,199,0.005,TRUE,0,0.0130000000000052
363,999,0.001,TRUE,0,0.0150000000000148
363,4999,2e-04,TRUE,0,0.0289999999999964
364,99,0.01,TRUE,1,0.0129999999999768
364,199,0.005,TRUE,1,0.0130000000000052
364,999,0.001,TRUE,1,0.01400000000001
364,4999,2e-04,TRUE,1,0.025999999999982
365,99,0.02,TRUE,0,0.0139999999999816
365,199,0.01,TRUE,0,0.0120000000000005
365,999,0.003,TRUE,0,0.0150000000000148
365,4999,0.0036,TRUE,0,0.0320000000000107
366,99,0.01,TRUE,1,0.0180000000000007
366,199,0.005,TRUE,1,0.0150000000000148
366,999,0.001,TRUE,1,0.0170000000000243
366,4999,2e-04,TRUE,1,0.0260000000000105
367,99,0.01,TRUE,1,0.0120000000000005
367,199,0.005,TRUE,1,0.0129999999999768
367,999,0.001,TRUE,1,0.0149999999999864
367,4999,2e-04,TRUE,1,0.0279999999999916
368,99,0.02,TRUE,0,0.0130000000000052
368,199,0.025,TRUE,0,0.0129999999999768
368,999,0.013,TRUE,0,0.0149999999999864
368,4999,0.007,TRUE,0,0.0270000000000152
369,99,0.01,TRUE,2,0.0120000000000005
369,199,0.005,TRUE,2,0.0120000000000005
369,999,0.001,TRUE,2,0.0150000000000148
369,4999,2e-04,TRUE,2,0.0300000000000011
370,99,0.01,TRUE,1,0.0139999999999816
370,199,0.005,TRUE,1,0.0120000000000005
370,999,0.001,TRUE,1,0.01400000000001
370,4999,4e-04,TRUE,1,0.0260000000000105
371,99,0.01,TRUE,1,0.0120000000000005
371,199,0.005,TRUE,1,0.0120000000000005
371,999,0.001,TRUE,1,0.0149999999999864
371,4999,2e-04,TRUE,1,0.025999999999982
372,99,0.01,TRUE,0,0.0130000000000052
372,199,0.005,TRUE,0,0.0130000000000052
372,999,0.001,TRUE,0,0.0149999999999864
372,4999,6e-04,TRUE,0,0.0289999999999964
373,99,0.01,TRUE,1,0.0130000000000052
373,199,0.005,TRUE,1,0.011999999999972
373,999,0.001,TRUE,1,0.0149999999999864
373,4999,2e-04,TRUE,1,0.0269999999999868
374,99,0.01,TRUE,1,0.0130000000000052
374,199,0.005,TRUE,1,0.0130000000000052
374,999,0.001,TRUE,1,0.0159999999999911
374,4999,4e-04,TRUE,1,0.0279999999999916
375,99,0.01,TRUE,1,0.0120000000000005
375,199,0.005,TRUE,1,0.0120000000000005
375,999,0.002,TRUE,1,0.01400000000001
375,4999,8e-04,TRUE,1,0.025999999999982
376,99,0.01,TRUE,1,0.0120000000000005
376,199,0.005,TRUE,1,0.0120000000000005
376,999,0.001,TRUE,1,0.0149999999999864
376,4999,2e-04,TRUE,1,0.0269999999999868
377,99,0.01,TRUE,2,0.0120000000000005
377,199,0.005,TRUE,2,0.0120000000000005
377,999,0.001,TRUE,2,0.0149999999999864
377,4999,2e-04,TRUE,2,0.0270000000000152
378,99,0.01,TRUE,0,0.0130000000000052
378,199,0.005,TRUE,0,0.0120000000000005
378,999,0.001,TRUE,0,0.0149999999999864
378,4999,2e-04,TRUE,0,0.0270000000000152
379,99,0.01,TRUE,1,0.0130000000000052
379,199,0.005,TRUE,1,0.0429999999999779
379,999,0.001,TRUE,1,0.0149999999999864
379,4999,2e-04,TRUE,1,0.025999999999982
380,99,0.01,TRUE,0,0.0109999999999957
380,199,0.005,TRUE,0,0.0120000000000005
380,999,0.001,TRUE,0,0.01400000000001
380,4999,2e-04,TRUE,0,0.0260000000000105
381,99,0.01,TRUE,2,0.0109999999999957
381,199,0.005,TRUE,2,0.0120000000000005
381,999,0.001,TRUE,2,0.0139999999999816
381,4999,2e-04,TRUE,2,0.0269999999999868
382,99,0.01,TRUE,1,0.0120000000000005
382,199,0.005,TRUE,1,0.0120000000000005
382,999,0.001,TRUE,1,0.0139999999999816
382,4999,2e-04,TRUE,1,0.0250000000000057
383,99,0.01,TRUE,1,0.0130000000000052
383,199,0.005,TRUE,1,0.0129999999999768
383,999,0.003,TRUE,1,0.0159999999999911
383,4999,0.0024,TRUE,1,0.0330000000000155
384,99,0.01,TRUE,2,0.0129999999999768
384,199,0.005,TRUE,2,0.0130000000000052
384,999,0.001,TRUE,2,0.0159999999999911
384,4999,2e-04,TRUE,2,0.0289999999999964
385,99,0.01,TRUE,0,0.0130000000000052
385,199,0.005,TRUE,0,0.0139999999999816
385,999,0.005,TRUE,0,0.0159999999999911
385,4999,0.002,TRUE,0,0.0269999999999868
386,99,0.01,TRUE,1,0.0120000000000005
386,199,0.005,TRUE,1,0.0130000000000052
386,999,0.001,TRUE,1,0.0150000000000148
386,4999,2e-04,TRUE,1,0.0270000000000152
387,99,0.01,TRUE,1,0.0120000000000005
387,199,0.005,TRUE,1,0.0120000000000005
387,999,0.001,TRUE,1,0.01400000000001
387,4999,2e-04,TRUE,1,0.0260000000000105
388,99,0.01,TRUE,1,0.0129999999999768
388,199,0.005,TRUE,1,0.0130000000000052
388,999,0.001,TRUE,1,0.0150000000000148
388,4999,2e-04,TRUE,1,0.025999999999982
389,99,0.02,TRUE,0,0.0120000000000005
389,199,0.005,TRUE,0,0.0130000000000052
389,999,0.002,TRUE,0,0.0160000000000196
389,4999,0.0014,TRUE,0,0.02800000000002
390,99,0.02,TRUE,0,0.0130000000000052
390,199,0.01,TRUE,0,0.0120000000000005
390,999,0.009,TRUE,0,0.0149999999999864
390,4999,0.0074,TRUE,0,0.0269999999999868
391,99,0.01,TRUE,1,0.0130000000000052
391,199,0.005,TRUE,1,0.0120000000000005
391,999,0.001,TRUE,1,0.0149999999999864
391,4999,2e-04,TRUE,1,0.0269999999999868
392,99,0.01,TRUE,0,0.0120000000000005
392,199,0.005,TRUE,0,0.0120000000000005
392,999,0.001,TRUE,0,0.0139999999999816
392,4999,2e-04,TRUE,0,0.025999999999982
393,99,0.01,TRUE,1,0.0120000000000005
393,199,0.005,TRUE,1,0.0130000000000052
393,999,0.001,TRUE,1,0.0159999999999911
393,4999,2e-04,TRUE,1,0.0269999999999868
394,99,0.01,TRUE,2,0.0110000000000241
394,199,0.005,TRUE,2,0.0130000000000052
394,999,0.001,TRUE,2,0.01400000000001
394,4999,2e-04,TRUE,2,0.0269999999999868
395,99,0.01,TRUE,1,0.0109999999999957
395,199,0.005,TRUE,1,0.0120000000000005
395,999,0.001,TRUE,1,0.0129999999999768
395,4999,2e-04,TRUE,1,0.0260000000000105
396,99,0.01,TRUE,1,0.0109999999999957
396,199,0.005,TRUE,1,0.0120000000000005
396,999,0.001,TRUE,1,0.0150000000000148
396,4999,2e-04,TRUE,1,0.025999999999982
397,99,0.01,TRUE,1,0.0120000000000005
397,199,0.005,TRUE,1,0.0120000000000005
397,999,0.001,TRUE,1,0.0149999999999864
397,4999,2e-04,TRUE,1,0.0269999999999868
398,99,0.01,TRUE,2,0.0120000000000005
398,199,0.005,TRUE,2,0.0109999999999957
398,999,0.001,TRUE,2,0.01400000000001
398,4999,4e-04,TRUE,2,0.02800000000002
399,99,0.01,TRUE,0,0.0130000000000052
399,199,0.005,TRUE,0,0.0130000000000052
399,999,0.001,TRUE,0,0.0149999999999864
399,4999,2e-04,TRUE,0,0.0269999999999868
400,99,0.01,TRUE,2,0.0129999999999768
400,199,0.005,TRUE,2,0.0149999999999864
400,999,0.001,TRUE,2,0.0199999999999818
400,4999,2e-04,TRUE,2,0.0279999999999916
401,99,0.01,TRUE,2,0.0120000000000005
401,199,0.005,TRUE,2,0.0120000000000005
401,999,0.001,TRUE,2,0.0139999999999816
401,4999,2e-04,TRUE,2,0.032999999999987
402,99,0.01,TRUE,0,0.01400000000001
402,199,0.005,TRUE,0,0.0139999999999816
402,999,0.001,TRUE,0,0.0149999999999864
402,4999,2e-04,TRUE,0,0.0279999999999916
403,99,0.01,TRUE,2,0.0130000000000052
403,199,0.005,TRUE,2,0.0129999999999768
403,999,0.001,TRUE,2,0.0159999999999911
403,4999,2e-04,TRUE,2,0.032999999999987
404,99,0.01,TRUE,0,0.0149999999999864
404,199,0.005,TRUE,0,0.0149999999999864
404,999,0.001,TRUE,0,0.0159999999999911
404,4999,2e-04,TRUE,0,0.0310000000000059
405,99,0.01,TRUE,1,0.0149999999999864
405,199,0.005,TRUE,1,0.0149999999999864
405,999,0.001,TRUE,1,0.0169999999999959
405,4999,2e-04,TRUE,1,0.0300000000000011
406,99,0.01,TRUE,3,0.0159999999999911
406,199,0.005,TRUE,3,0.0150000000000148
406,999,0.001,TRUE,3,0.0180000000000007
406,4999,2e-04,TRUE,3,0.0310000000000059
407,99,0.03,TRUE,0,0.01400000000001
407,199,0.005,TRUE,0,0.01400000000001
407,999,0.004,TRUE,0,0.0169999999999959
407,4999,0.0024,TRUE,0,0.0279999999999916
408,99,0.01,TRUE,0,0.0129999999999768
408,199,0.005,TRUE,0,0.0550000000000068
408,999,0.001,TRUE,0,0.0150000000000148
408,4999,6e-04,TRUE,0,0.0279999999999916
409,99,0.01,TRUE,0,0.0130000000000052
409,199,0.005,TRUE,0,0.0130000000000052
409,999,0.001,TRUE,0,0.0149999999999864
409,4999,2e-04,TRUE,0,0.0269999999999868
410,99,0.02,TRUE,0,0.0120000000000005
410,199,0.005,TRUE,0,0.0130000000000052
410,999,0.001,TRUE,0,0.0150000000000148
410,4999,0.0016,TRUE,0,0.0269999999999868
411,99,0.01,TRUE,3,0.0109999999999957
411,199,0.005,TRUE,3,0.0120000000000005
411,999,0.001,TRUE,3,0.0139999999999816
411,4999,2e-04,TRUE,3,0.0260000000000105
412,99,0.01,TRUE,1,0.0109999999999957
412,199,0.01,TRUE,1,0.0120000000000005
412,999,0.002,TRUE,1,0.0159999999999911
412,4999,6e-04,TRUE,1,0.0269999999999868
413,99,0.01,TRUE,2,0.0130000000000052
413,199,0.005,TRUE,2,0.0130000000000052
413,999,0.001,TRUE,2,0.0149999999999864
413,4999,2e-04,TRUE,2,0.0260000000000105
414,99,0.01,TRUE,1,0.0120000000000005
414,199,0.005,TRUE,1,0.0139999999999816
414,999,0.001,TRUE,1,0.0149999999999864
414,4999,2e-04,TRUE,1,0.0269999999999868
415,99,0.01,TRUE,1,0.0110000000000241
415,199,0.005,TRUE,1,0.0120000000000005
415,999,0.001,TRUE,1,0.0139999999999816
415,4999,2e-04,TRUE,1,0.025999999999982
416,99,0.01,TRUE,0,0.0180000000000007
416,199,0.005,TRUE,0,0.0130000000000052
416,999,0.001,TRUE,0,0.0150000000000148
416,4999,6e-04,TRUE,0,0.0260000000000105
417,99,0.01,TRUE,1,0.0130000000000052
417,199,0.005,TRUE,1,0.0130000000000052
417,999,0.001,TRUE,1,0.0150000000000148
417,4999,2e-04,TRUE,1,0.0279999999999916
418,99,0.01,TRUE,1,0.01400000000001
418,199,0.005,TRUE,1,0.0159999999999911
418,999,0.001,TRUE,1,0.0149999999999864
418,4999,2e-04,TRUE,1,0.0300000000000011
419,99,0.01,TRUE,2,0.0130000000000052
419,199,0.005,TRUE,2,0.0130000000000052
419,999,0.001,TRUE,2,0.0159999999999911
419,4999,2e-04,TRUE,2,0.02800000000002
420,99,0.01,TRUE,1,0.0130000000000052
420,199,0.005,TRUE,1,0.0129999999999768
420,999,0.001,TRUE,1,0.0169999999999959
420,4999,2e-04,TRUE,1,0.0279999999999916
421,99,0.01,TRUE,1,0.0130000000000052
421,199,0.005,TRUE,1,0.0139999999999816
421,999,0.001,TRUE,1,0.0159999999999911
421,4999,2e-04,TRUE,1,0.0289999999999964
422,99,0.02,TRUE,1,0.0129999999999768
422,199,0.005,TRUE,1,0.0130000000000052
422,999,0.001,TRUE,1,0.0150000000000148
422,4999,4e-04,TRUE,1,0.0270000000000152
423,99,0.01,TRUE,1,0.0130000000000052
423,199,0.005,TRUE,1,0.0130000000000052
423,999,0.001,TRUE,1,0.0160000000000196
423,4999,2e-04,TRUE,1,0.0270000000000152
424,99,0.01,TRUE,2,0.0109999999999957
424,199,0.005,TRUE,2,0.0110000000000241
424,999,0.001,TRUE,2,0.01400000000001
424,4999,2e-04,TRUE,2,0.0270000000000152
425,99,0.01,TRUE,0,0.0120000000000005
425,199,0.005,TRUE,0,0.0130000000000052
425,999,0.001,TRUE,0,0.0150000000000148
425,4999,2e-04,TRUE,0,0.0270000000000152
426,99,0.01,TRUE,3,0.0130000000000052
426,199,0.005,TRUE,3,0.0130000000000052
426,999,0.001,TRUE,3,0.0150000000000148
426,4999,2e-04,TRUE,3,0.0269999999999868
427,99,0.01,TRUE,1,0.0109999999999957
427,199,0.005,TRUE,1,0.0120000000000005
427,999,0.001,TRUE,1,0.0149999999999864
427,4999,2e-04,TRUE,1,0.0279999999999916
428,99,0.01,TRUE,2,0.0120000000000005
